mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,emotion
-346.80435,10.686264,-42.638664,-2.8684037,-22.14628,-13.8320675,-11.730939,-10.897764,-0.7491326,0.020550815,8.656372,12.087652,5.0313187,0
-358.68707,13.87525,-38.95741,-6.6698956,-24.151379,-14.5246315,-10.914886,-15.525192,0.910277,-9.372623,-2.3669727,3.000901,7.047214,0
-368.58383,11.362603,-38.476223,-1.9322057,-23.211123,-10.006829,-11.660031,-16.328445,-1.263552,-9.802634,-1.4978412,10.661147,16.051573,0
-664.4798,41.08971,-14.884692,8.842937,-6.0877953,-10.24614,-12.722735,-5.938118,0.087549195,-6.7072606,-6.5090976,-3.7066605,-4.513464,3
-636.44586,40.317898,-24.522573,17.841402,-9.346593,-10.192683,-17.551292,-8.264995,4.385981,-8.091847,-9.145599,2.425478,-5.0761776,3
-637.02344,43.07613,-22.183836,5.8807874,-14.573774,-18.592318,-20.595554,-13.5213375,0.43661207,-11.556861,-7.626118,-6.370581,-4.954362,3
-640.15295,38.52254,-13.542285,9.970369,-6.447001,-14.953022,-14.658594,-7.360735,-0.18224777,-7.8250456,-7.923801,-5.812911,-8.111151,3
-360.19025,-6.4430985,-53.13326,-10.258939,-19.986364,-26.614637,-19.433262,-8.005379,13.798673,11.80262,12.271381,15.763159,-11.457281,3
-364.91568,-8.087495,-49.75564,-10.461077,-24.214834,-25.43884,-11.04436,-4.696215,16.741533,17.267515,3.1178672,3.2903333,-13.267852,3
-381.71307,-2.7675564,-46.49367,-8.9211645,-22.30877,-29.057346,-16.792227,-13.254104,9.823398,4.567916,5.740591,16.21903,-2.6193955,3
-323.34058,-0.52954805,-51.818123,-16.496914,-17.973288,-25.03725,-6.65856,-0.7424155,21.71105,10.993715,-4.810779,6.816174,-11.1918545,3
-668.8702,48.41773,-8.291668,3.7995245,-10.988309,-12.542649,-18.601816,-6.83929,-5.9092126,-3.8393095,-7.793393,-7.5836906,-6.2402506,2
-700.9271,37.25017,-1.5135918,8.893991,-6.263521,-6.5351057,-14.2412,-3.5930462,0.5146578,-4.9178414,-3.8799694,-2.3675177,-3.0853226,2
-748.18414,39.6115,3.340382,-5.085762,-1.9931173,-11.881454,-15.966375,-3.7951825,-4.2390285,-4.820033,-3.904624,-5.5461893,-4.7331166,2
-716.4423,39.147755,-3.9636467,-0.8828532,-3.8038914,-14.706722,-17.981302,-2.9817827,-5.6617537,-8.927428,-3.3545356,-4.942121,-5.4885173,2
-549.9392,20.556223,-18.251253,1.9770046,-21.028025,-16.71141,-10.608439,-9.78241,-3.3599484,-7.0103326,-9.041366,-7.654671,-2.4804404,2
-647.34155,30.854265,-22.17924,-0.06226303,-18.939661,-14.382847,-12.863545,-7.5026226,-3.3655295,-6.246858,-3.4873214,-8.748231,-2.05021,2
-587.67285,40.506844,-16.648909,2.3519657,-10.806653,-18.822182,-11.970349,-5.1447296,-3.5280018,-10.138112,-1.8830849,-7.662215,-5.5085015,2
-638.88904,46.863693,0.0047465363,2.547828,-5.451291,-8.811018,-4.9371967,-0.8111739,1.0765198,1.8775635,3.47032,0.92033845,1.0390909,2
-719.3256,47.8284,-13.626525,5.4451756,-8.294462,-9.162466,-13.142779,-5.6494994,-1.5683237,-5.6887116,-4.8996215,-5.5925756,-6.581662,7
-702.2251,43.722733,-17.346437,3.78747,-11.309085,-10.677684,-16.193098,-9.336819,-1.934578,-10.034969,-4.1069326,-7.245558,-7.738312,7
-681.0025,42.749523,-14.172236,-0.34676123,-10.951647,-14.420664,-16.515898,-7.642662,-0.8797505,-9.3519745,-4.121517,-8.430136,-8.671801,7
-668.65643,52.97259,-9.286536,8.752569,-8.910028,-16.603567,-17.21917,-3.627331,1.4039907,-7.370889,-4.4953184,-2.2142026,-6.47266,7
-667.89935,50.029675,-17.030558,12.845862,-14.167798,-15.161845,-16.998936,-2.3199418,-0.9546941,-9.275655,-6.183997,-6.792391,-10.545228,7
-567.38385,25.706894,-31.758774,-3.0024178,-19.34069,-13.918284,-16.497581,-11.981613,-0.5136101,-8.176935,-4.9488945,-3.5347826,-4.3205276,7
-576.89233,25.5818,-26.979658,3.2099643,-15.516791,-16.405018,-19.800499,-10.347825,-0.11201213,-11.581773,-4.067416,-3.7961893,-4.0088224,7
-573.6921,30.57111,-29.02134,-2.4567904,-14.574972,-15.616743,-18.791777,-13.051188,2.4021497,-10.924953,-9.5339365,-3.1820784,-4.0917425,7
-635.59265,66.434586,3.6168969,21.530666,0.46502432,-4.009997,-12.175164,0.8663159,-4.1857467,-4.3617935,-1.4258136,2.106084,-7.1267276,5
-631.8334,69.42234,5.2419724,22.635683,1.1452419,-3.4364514,-12.676551,1.9430714,-2.2727118,-3.5253527,1.9713489,3.5925133,-6.6035924,5
-638.8069,62.814034,2.9695232,16.16215,3.2441678,-6.4436684,-15.928932,-3.5100868,-5.675828,-6.607385,-3.4691443,0.24559642,-9.010549,5
-634.28033,69.31785,9.507072,18.574446,1.2282488,-3.5643692,-13.359502,3.8304212,-5.5309668,-2.904676,1.2591164,1.6209935,-4.861866,5
-675.7031,73.470795,1.9748646,19.485151,4.7714257,-4.242375,-9.755357,1.0944377,-1.3503947,-3.9386647,2.8773563,1.7107731,-4.9823318,1
-688.1695,74.94122,-2.5053096,17.330112,2.879386,-4.009476,-11.123387,0.6038718,-1.8136408,-4.4574027,0.87106603,2.4333909,-6.2893357,1
-666.76184,79.07032,9.978782,22.346657,12.135009,4.8546696,-7.997412,2.4599128,1.8203567,0.9239058,2.4228082,7.861917,-2.7324982,1
-667.60333,73.35054,-2.087919,18.296051,5.1011906,-0.929156,-13.410205,-2.9698308,-1.5800582,-5.6344075,-0.24773128,3.1206744,-7.537563,1
-615.2488,59.90724,0.4809965,29.272057,5.1176558,-10.074988,-16.701298,6.927479,-3.9581182,0.84231234,0.22433962,2.821547,-5.1678495,1
-635.3752,59.010677,0.9595729,22.530432,-1.635815,-2.2033837,-19.914558,-4.477018,-3.348065,-4.9411616,-2.256307,2.5160668,-8.879393,1
-627.0032,65.547386,6.0586376,21.792664,3.3658633,-4.3392243,-15.331317,-3.0689511,-5.654568,-2.930322,-4.3599005,1.9897329,-8.115495,1
-648.76996,81.58862,1.5950824,22.006319,1.3328786,-6.0224724,-17.200766,0.40049797,-0.2600513,-0.19528832,-1.1636748,6.4143105,-3.3549855,1
-631.9917,64.5607,-3.6825917,26.456059,3.886568,0.7707741,-10.275385,0.18595746,3.6212685,-0.5021237,2.257005,5.604988,-7.289378,4
-620.78357,69.44497,-7.8613405,20.277033,-2.1150773,-6.999515,-12.822318,-0.41393948,-0.8435421,-5.2257857,1.4371738,2.346136,-4.9243927,4
-595.6638,63.355858,-9.157942,18.087189,0.301026,-6.478809,-16.330204,-2.4312665,0.31041104,-6.4766054,0.57479584,4.327339,-8.175373,4
-595.6638,63.355858,-9.157942,18.087189,0.301026,-6.478809,-16.330204,-2.4312665,0.31041104,-6.4766054,0.57479584,4.327339,-8.175373,4
-464.35736,57.43748,-15.731699,14.252914,-5.00256,-18.098515,-11.812114,-11.176993,-1.9866749,-2.8278456,-1.497958,6.95503,-5.291284,4
-420.34622,40.20263,-12.202669,16.533876,-7.149145,-16.973463,-12.019294,-6.7357635,-4.224,-4.278564,-3.5280209,1.8344094,-6.5561876,4
-475.1025,55.423927,-22.564783,17.102642,-9.2588005,-17.501474,-12.153686,-14.199333,-0.34106356,-7.508373,-3.9347794,2.490655,-7.747561,4
-438.6817,43.197704,-14.7737875,11.594186,0.500299,-19.918587,-10.624174,-5.9197736,-3.92498,-1.9098287,-5.1300855,4.652478,-6.8133016,4
-704.54047,65.44488,-1.1233468,15.053504,-0.1927159,-2.746279,-11.656346,-9.142234,-3.7164667,-5.1499357,-7.0687575,0.04683021,-4.656279,6
-676.21606,75.98072,3.2059717,24.074364,3.9055135,0.22464049,-8.263055,-7.6992645,0.5080056,-3.6402583,-0.5112537,4.714198,-3.8151839,6
-691.94696,72.75981,5.486964,13.254321,1.0499868,-1.4224778,-13.02447,-8.586357,-2.3308847,-5.7241426,-5.414614,1.8553671,-7.8505254,6
-608.3142,69.58069,-6.135063,19.903908,-5.344557,-8.327168,-13.418586,-12.979995,-2.926847,-6.8179636,-1.2271276,0.936843,-10.791103,6
-580.17694,66.6982,-11.860133,22.017206,1.0228735,-19.797537,-13.176837,-16.225166,-14.985074,-10.785882,-10.174152,-1.2233135,-11.393401,6
-590.5662,57.398537,-2.5485137,17.576323,-2.2982674,-14.908921,-7.8451333,-10.632695,-6.1063023,-5.6928344,-9.548356,1.6657158,-8.031963,6
-552.2656,50.89202,0.17609419,12.348304,3.2158375,-11.910894,-14.925487,-9.499624,-10.535533,-8.0201645,-8.216176,2.558043,-8.484546,6
-585.16956,53.396214,-1.7745539,16.219398,1.6632675,-17.89784,-10.470186,-15.133602,-11.1175375,-5.2671466,-10.877552,0.5235511,-11.125775,6
-494.49405,43.2392,-9.80495,19.631536,-6.364368,-2.2995257,-7.903188,-8.983815,3.2020292,-0.3587703,-3.8387687,9.262357,-7.5746922,0
-419.1179,35.670105,-12.518257,17.085136,-9.469932,-8.587694,-4.5130806,-7.0699325,1.0983521,-1.9071656,-3.097986,4.1718783,-7.0888658,0
-578.17004,54.281635,4.194242,18.688622,-2.4649475,-2.8666582,-9.433699,-8.93726,-0.96688956,-4.0419517,-3.2951837,5.9416213,-8.989693,0
-497.19504,44.894615,-2.703459,15.188467,-10.894493,-6.71168,-11.72896,-6.8019476,-1.9652512,-4.3887734,-1.3616613,1.5159947,-7.8696294,0
-419.74347,39.511868,-5.8421593,19.701056,-2.70978,-11.273136,-2.4626684,-5.2721806,1.531294,1.451072,0.42902774,8.059137,-1.8756466,0
-352.35208,28.06082,-12.714231,17.693523,-8.460209,-13.647291,0.38654447,-5.964757,0.32265437,-0.66294676,-2.61814,4.029586,-4.326901,0
-341.97812,16.11437,-24.038904,8.512831,-12.593156,-13.758923,-7.7144337,-16.516794,-0.3783139,-4.192372,-5.950249,0.72266006,-4.4801126,0
-358.71512,23.037453,-19.802433,13.332912,-8.289986,-12.347861,-5.7305713,-15.846181,0.10324353,-0.80136824,-8.695587,3.2453747,-4.3826537,0
-633.0083,51.59605,-3.895674,16.504213,-1.5796328,-6.843059,-14.833726,-11.789471,-1.4117486,-2.9130309,-4.802527,5.9907246,-2.258772,3
-620.1311,48.256092,-10.44364,11.709291,-4.556318,-14.897233,-16.323044,-13.257337,-3.6254761,-5.4287934,-6.925581,0.7248964,-10.668831,3
-641.2277,44.948776,-1.8517413,13.275735,-2.0970242,-12.185712,-13.915775,-8.690956,-7.2889566,-2.437934,-3.2219663,0.74955213,-6.670604,3
-630.7223,40.327885,-1.6375477,7.4806066,-6.247251,-12.763496,-18.618002,-10.865404,-9.002373,-9.08032,-4.6089153,-3.2008886,-6.406248,3
-467.87836,28.96824,-21.996902,4.890368,-13.437679,-18.301743,-16.412079,-13.906467,-11.803272,-9.477715,-5.539213,-1.6479326,-5.0223665,3
-509.59875,27.13,-13.979915,5.4681935,-15.084301,-17.782482,-7.3396163,-9.267493,-11.279867,-3.971344,-10.308912,-2.1788344,-1.3243204,3
-426.45816,19.562569,-20.44638,6.200153,-13.691807,-20.276604,-17.907347,-13.859498,-10.017801,-8.674059,-5.6403966,-4.4000864,-6.925666,3
-443.49432,20.33478,-19.713415,1.1280606,-15.878696,-16.165436,-16.259247,-13.379186,-6.9843035,-7.2853775,-2.5464923,-3.6924453,-3.6124866,3
-672.17334,47.63616,6.2005343,15.034768,-5.5085807,-8.9917555,-6.9824963,-0.91713715,-4.939308,-1.2742132,-2.6886303,-1.7335484,-1.5801448,2
-640.0517,54.9644,1.867768,16.342403,-6.8599796,-11.318301,-8.093783,-0.8996163,-4.5470185,-2.1688132,-2.0680366,-0.69754356,-4.7058854,2
-701.88074,62.561802,11.964724,16.346594,5.113352,-3.9965425,-7.7337546,3.0439444,-0.9859601,0.37893662,0.32170168,3.3283103,-1.4677383,2
-660.8137,51.555813,8.222912,16.603354,-5.6065464,-9.948854,-4.637419,-2.934728,-8.22436,-1.7141085,-4.472716,-1.0703657,-3.2772498,2
-526.6094,44.65388,4.2969227,18.50031,-14.694433,-9.431821,0.451733,-7.4031496,-8.627255,0.71519244,-6.652621,0.5103629,-4.803172,2
-566.4996,51.84252,11.371466,21.848135,-5.962285,-9.804522,-0.4044917,-1.6511906,-7.328847,5.2072783,-3.531508,2.027582,0.40477625,2
-571.8145,60.272793,16.827202,22.676056,-5.13391,-9.183601,-3.3092473,-1.4084294,-10.3137865,2.9102657,-3.4984512,-0.6674509,-0.02659557,2
-572.1232,51.426918,15.793609,15.800464,-7.5813336,-10.877898,-2.221493,-6.0361443,-11.626846,-0.34995902,-7.416215,-1.3381066,-5.2855372,2
-626.84827,64.1767,1.9506193,16.806164,-4.5121303,-6.483982,-11.173312,-3.8567505,-2.5906792,-6.988559,-2.207524,-3.0222588,-6.26901,7
-600.63245,57.86963,6.8925796,16.055243,-6.4037204,-8.836614,-7.6048837,-1.7928232,-5.3700423,-4.6475616,-2.591447,-2.7307901,-3.6666243,7
-622.51917,67.349434,9.112401,16.985863,-3.4965792,-5.72855,-8.558138,-1.5263757,-3.333328,-4.7045975,0.56533843,0.017500805,-6.4154096,7
-613.28235,64.51859,5.6935296,19.874851,-4.3259616,-5.5057645,-8.777707,-3.7804174,-3.5565002,-6.6160665,-0.07390784,-0.6586053,-5.656196,7
-480.89908,47.33706,-0.32761657,10.036168,-8.128932,-11.369041,-12.910513,-7.9451976,-6.4124465,-4.2137733,-4.756479,-1.6147267,-8.92921,7
-580.7189,48.750675,5.818442,16.364864,-5.375627,-10.442972,-8.894987,-5.021437,-6.3677325,-6.383633,-4.3646865,-3.2687936,-6.2601466,7
-514.15137,42.352116,-0.97760135,10.808025,-7.415827,-12.554084,-15.299686,-7.4232154,-6.6093445,-8.337833,-3.0022104,-3.8938208,-6.034022,7
-573.49396,47.08149,4.1806784,12.53404,-7.1982574,-9.881111,-10.206756,-4.768561,-5.352967,-7.2813854,-2.45905,-2.4973469,-8.082501,7
-676.12976,60.772976,8.599021,23.523712,-1.7436903,8.831101,-8.324448,-1.0812702,-1.1103894,2.1624737,-4.428005,2.4655254,1.2262156,5
-664.598,63.122696,6.832086,23.221573,-2.7169232,7.6351256,-6.215006,-1.8334244,-1.2506003,1.2020185,-2.7093337,1.2471672,0.2679734,5
-666.3049,60.006474,10.032434,20.494238,-0.80289537,5.780238,-9.090115,-4.2772512,-3.1570241,-0.03129041,-3.9515655,1.8418237,-2.2861078,5
-658.9474,59.906803,8.902379,20.356585,-0.21143991,7.375734,-7.2812457,-3.573296,-1.2601638,2.4587364,-2.726045,3.633684,-1.7640026,5
-687.82153,67.44845,11.385929,23.252453,1.3541043,8.027402,-5.6811523,-3.4820752,-1.1875861,1.2439904,-5.521852,0.7590443,-1.6305739,1
-701.42834,61.168224,14.581781,21.157835,2.809633,8.21661,-5.5641246,-2.0904393,-1.8257598,1.1827366,-7.9129453,2.706169,-0.79702866,1
-688.1841,62.583157,19.267427,20.978205,4.599946,9.766886,-6.7234526,-2.790007,0.11704966,0.6702176,-4.870263,3.326234,-1.752108,1
-700.4766,61.650158,12.276913,24.536945,3.4926298,9.120963,-6.767873,-3.1302516,-1.9157772,1.3752415,-5.9383354,3.2375073,-0.8318786,1
-691.606,61.090164,12.65238,23.446875,1.1021118,9.368807,-1.8831224,-3.115121,-2.2596087,1.354561,-6.7181573,1.4940597,-1.2737806,1
-694.0199,60.224823,12.543467,20.449345,0.9513743,10.298626,-2.8044202,-2.2847395,-1.4010922,-0.020818546,-7.6689177,-0.55042195,-2.3616536,1
-695.5948,60.275837,16.761044,18.749544,4.336631,10.731841,-3.2418325,-3.23502,-2.156518,0.08358383,-7.2509985,0.12316439,-2.3606005,1
-692.15894,59.0804,13.463587,20.019484,1.7361213,8.398679,-6.8015122,-0.64529127,-1.8898572,-0.9795783,-8.302902,-0.2185255,-1.4471695,1
-630.02814,53.476513,-6.5045943,21.801853,-1.6425804,4.339151,-8.416026,-0.18439664,-1.6422286,0.16863388,-3.771791,0.72150594,-0.3922322,4
-627.10535,47.312946,-5.3542023,24.124666,-3.931024,2.5084238,-6.2775183,-1.5119689,-0.45038128,0.038336426,-4.1091847,0.67880577,0.09578134,4
-642.1155,53.82257,-0.25123653,22.582357,-0.541278,1.9018868,-7.7316246,-2.2338946,-1.5483763,-1.7239298,-3.651047,-0.8224363,1.4945661,4
-615.02515,45.90424,-9.01023,19.80286,-1.3754623,-2.4727864,-10.906173,-3.6431613,-2.6533024,-2.2192287,-2.5897915,-0.5939477,1.2294295,4
-525.7433,40.911377,-24.32864,15.328115,-10.252786,-2.8039677,-10.0746355,-5.756657,-2.1542127,-7.3818874,-5.6116705,-0.51254714,0.84169704,4
-533.5042,36.38002,-20.31808,19.758087,-9.612508,0.33135375,-4.498301,-2.8871677,-2.4259467,-4.95707,-3.7713795,-0.7217037,1.787849,4
-510.96567,35.39643,-23.349918,17.361525,-10.028419,-5.910142,-12.122844,-7.8713584,-4.2932324,-9.803133,-4.884021,-3.594574,-0.61459565,4
-525.34106,39.242966,-24.850786,14.384968,-11.483785,-7.030712,-12.698215,-8.867377,-2.992077,-9.6940365,-7.428354,-4.32187,-0.2623913,4
-705.9986,58.526287,13.058101,20.651005,8.249918,6.7852745,-3.6842527,-2.4239907,-1.2454227,0.6840776,-6.8612485,3.4328299,-0.0663664,6
-709.7399,63.598797,11.725885,22.985106,0.8982491,8.012273,-4.144239,-0.053740114,-2.4827766,0.31110585,-2.8975334,2.3103282,0.13468924,6
-711.18945,58.394165,13.682109,20.153992,6.423576,7.822174,-7.080831,-5.6413107,0.5784951,0.5598301,-2.7314923,0.94103897,1.435827,6
-703.78125,63.628513,13.08185,20.34927,6.5375643,5.6928062,-8.854461,-5.5406713,0.29140353,3.6959786,-7.6016455,3.3317204,0.71769965,6
-620.0933,54.224163,-9.855063,22.551847,-0.74569213,-2.9382625,-18.039724,-9.528025,4.147284,-7.6640353,-5.38504,0.86243904,-0.31594738,6
-617.523,52.580566,-5.8464427,21.896553,-1.4491799,-0.01799707,-15.494525,-12.508328,2.4880002,-4.007062,-4.2767806,2.4566705,0.24235523,6
-648.09686,53.807117,-2.8966033,20.040209,0.89381254,1.9597425,-10.310192,-9.303052,5.000966,-6.3535905,-3.3571327,1.7004684,0.8844572,6
-618.9903,61.638374,-4.664057,20.599894,1.0864749,1.850168,-20.947742,-15.347605,7.4858646,-5.9630313,-7.1763735,2.780933,2.6182535,6
-554.0441,47.385258,-7.239119,12.997658,-8.807801,6.481014,-5.135698,-4.8505354,-2.3474867,-2.756406,-4.411027,-0.73469394,2.419565,0
-529.75995,41.66838,0.3665,10.176748,-13.678364,7.0293403,-1.9739664,-4.985322,-5.5149226,-1.1480232,-3.2997112,0.27981186,-0.25731215,0
-591.0385,45.784237,7.0233183,10.937225,-6.108427,8.32565,-2.7025921,-6.342029,-3.7601473,-1.6924287,-2.2821922,0.33686426,0.035338495,0
-573.69086,43.71017,6.4775467,10.840648,-8.158183,5.508802,-2.7580202,-7.7854934,-4.690876,-3.673803,-4.9359245,-0.98544025,-1.0082926,0
-458.81323,39.65235,-15.733392,2.4819858,-20.885166,6.1529374,-4.6621995,-9.947457,-3.9468505,-1.6710811,-2.465023,-2.1452117,-2.584761,0
-367.42902,21.214094,-18.901663,4.6863785,-20.572235,2.1710563,-2.856433,-7.277968,-4.179135,-3.8192804,-4.64916,-4.972345,-4.318162,0
-481.6245,27.873016,-7.587088,2.3699312,-16.122442,5.055652,-7.449517,-8.595545,-4.7674203,-3.7805238,-3.152716,-1.9423094,-1.3687553,0
-466.25208,31.393538,-9.290031,7.2565656,-17.984962,4.546358,-6.5007353,-10.277556,-5.4523134,-5.3852406,-3.123924,-2.5503588,-2.4090655,0
-519.23553,37.707157,-24.825747,12.921831,-10.412436,-1.2717619,-16.322145,-9.6176405,-3.4265494,-8.659222,-8.555984,-1.6063354,-0.46173394,3
-533.2529,51.473957,-17.077785,16.98028,-4.947018,6.7363205,-9.070891,-7.7183967,2.3049464,-3.0062263,-7.202877,3.2245054,2.0651577,3
-515.283,48.39654,-23.031065,7.086941,-5.6686893,-1.7332731,-20.237913,-11.37875,2.049015,-7.731621,-8.078638,-1.3560883,1.238789,3
-561.3385,43.10459,-12.993862,12.154709,-5.1407914,3.321198,-10.892803,-10.180424,1.2940958,-8.746389,-4.303917,-1.5147913,1.122163,3
-436.55853,15.50732,-18.972008,9.968014,-13.55252,0.5658993,-9.579294,-7.2154245,-0.600913,-2.2950425,-3.021759,-0.5944286,-0.97630584,3
-440.14664,15.290738,-22.997997,10.466001,-17.464483,-0.32535467,-11.769455,-7.859027,2.6198335,-4.118958,-4.4296026,-1.0102164,0.068129115,3
-454.97424,20.147076,-19.804853,0.015695052,-13.610145,-0.9238981,-11.775012,-12.677611,-3.618078,-4.094645,-3.7779412,2.2365932,5.8307724,3
-442.07837,18.713587,-18.351,6.51592,-14.22797,2.5769506,-10.5737,-10.544977,1.2686448,-3.7960494,-2.113771,0.0062777535,3.6346667,3
-664.18054,61.08438,10.764356,16.888577,2.2244954,7.3501368,-5.226749,-3.8977084,1.9935201,1.7792724,-3.68342,1.5860568,0.036022723,2
-664.3246,68.70537,7.1481915,14.80369,-0.21555385,3.7385354,-9.9214525,-5.148932,0.06450592,-1.0863591,-4.16534,0.49085036,0.31283885,2
-655.44836,59.759933,13.221401,13.131748,2.6266794,1.6394663,-10.628584,-6.5704083,1.8397349,-2.7602267,-2.6797774,-0.5649281,-0.81836873,2
-673.6087,54.580006,12.054113,15.605283,2.8976867,3.3654068,-5.702791,-5.907946,1.2048538,0.48974326,0.34164637,0.31003824,2.5962226,2
-595.62646,48.160786,2.5638394,13.358856,-3.0251641,2.3793674,-14.969751,-7.498049,1.8437687,-0.25306386,2.4600842,2.5341487,0.7116556,2
-628.2087,67.8258,3.3118706,16.560385,-4.456975,-6.630596,-10.328463,-2.8611841,-2.9089162,-2.6885374,0.25930935,-2.681576,-0.68118834,2
-646.52277,54.202343,10.829182,15.782007,-0.7778607,-0.9751485,-10.103933,-4.5508018,-4.039624,-5.2516375,2.1570303,-2.9134657,0.048633732,2
-616.17017,46.504307,8.460369,12.781657,-3.0254433,-4.8595743,-9.591434,-3.3352046,-1.2458103,-3.578812,3.5878103,-3.0466967,-1.839116,2
-604.6966,47.626106,-0.22522178,13.678143,0.7287656,6.3571424,-12.1665535,-4.527303,3.654651,-1.6506536,-4.686971,2.6467853,1.5137571,7
-598.9293,46.88418,-2.6244154,10.614606,-4.2169714,5.9369626,-11.954807,-5.1555057,-0.57182133,-3.9366565,-6.361468,0.102714926,2.291393,7
-579.24677,44.97819,-1.7106441,9.817032,-1.4555604,4.128074,-11.896681,-5.412892,0.42113343,-4.170019,-5.583762,-2.353236,3.5259416,7
-612.736,50.496204,5.5723195,12.915237,-3.2376013,4.7080083,-8.270722,-6.7633295,-1.2679305,-3.0644875,-6.5096793,-2.232845,1.4779351,7
-540.0067,41.832363,-9.432222,9.610831,-6.329547,3.9827254,-14.518736,-8.3765,1.7737719,-4.394102,-7.334379,0.736909,0.76704574,7
-535.965,44.639526,-7.260945,7.5095572,-7.955125,4.661456,-13.395856,-8.368187,0.3786139,-4.8867946,-6.6953096,-0.9350147,2.057169,7
-562.8367,41.957752,-6.391501,2.738763,-8.876452,5.504444,-9.075785,-8.568283,-2.6091728,-1.5570815,-5.1977153,-2.494951,0.6369774,7
-554.4928,40.44552,-2.2485824,5.2582755,-4.9046717,4.816996,-13.168984,-10.311171,-3.4056048,-3.9783633,-7.957547,-3.2838411,2.600109,7
-711.54083,84.10159,20.993567,34.22804,14.656234,7.929272,3.6441126,8.12395,6.1908474,1.5464503,6.9294195,7.037945,2.8766446,5
-754.08826,71.57928,12.040536,23.428984,6.6897035,3.8459382,-4.487175,3.658035,2.3854218,-6.0169663,5.0559587,1.522457,-1.743552,5
-747.81885,62.190304,14.645836,21.500937,7.3919554,4.1461997,-6.5123873,-1.6243042,-0.44616267,-4.903737,-0.3399957,0.7706046,-2.404792,5
-745.7725,66.11537,11.737041,22.601099,4.941441,3.9891102,-4.940837,-1.5352783,0.19743522,-4.308291,1.5200496,0.74525726,0.28178227,5
-744.2883,66.03774,12.804707,22.979584,11.138491,1.0076152,-6.560737,3.7635612,1.4214069,-2.821226,2.2728612,0.07654689,-1.7709823,1
-694.0376,55.391052,5.1814265,31.127577,5.609702,-3.2224095,-10.059997,4.4197154,3.5177307,-5.4575143,3.305523,-0.054982193,-2.336159,1
-661.3688,60.344597,9.42578,22.49577,-0.7007908,-2.8542047,-5.777356,-0.16403134,0.27859497,-3.4596095,3.4955623,-0.79400766,-1.3725262,1
-726.83215,64.16838,16.552309,24.27318,11.938161,5.781686,-6.7358756,0.7872943,4.1859508,-1.0749359,2.7584345,2.4577253,-0.8184133,1
-786.4359,59.912327,20.87712,23.789474,12.21627,5.4815087,-7.74613,6.243078,5.0078835,0.25779974,6.8323965,2.6042185,-0.4624728,1
-752.7344,71.57731,26.697527,32.888638,16.19443,6.7455935,-7.021937,5.338886,1.009981,-1.0342077,6.4002357,-0.12808794,-0.5569001,1
-683.2672,74.7108,16.384459,31.410772,8.557819,1.5702187,-8.149903,0.9489747,3.408962,-1.9138405,4.4014306,-1.3311477,-1.4892005,1
-736.56104,67.25983,15.047579,20.582397,9.356167,4.383536,-7.785034,-0.35631472,0.27600667,-5.7228084,1.8187692,1.8494102,-3.6067183,1
-675.6501,92.16759,6.1721926,24.322723,14.007225,-2.337043,-7.842749,-11.306567,-6.132755,-0.68491673,-2.1793926,3.1874843,-4.1876717,4
-651.86566,73.83287,-2.7700906,24.561577,10.03036,-3.6084566,-6.335004,-2.7778158,1.5120689,0.284063,-3.7772343,1.6430367,1.3526479,4
-691.47974,63.70244,2.669987,19.96032,11.310808,-1.1422507,-7.6642127,-4.231259,0.9993569,-4.751206,-1.6435561,0.7231025,-2.470491,4
-634.46796,59.389282,-6.727002,19.878674,5.65597,-1.9780935,-12.059665,-11.275833,0.75010085,-3.0720925,-7.298111,3.528474,-3.3877096,4
-464.00156,50.033916,-21.784727,9.8907585,-2.3605616,-19.211758,-11.748979,-13.971737,-7.3892765,1.4748387,-8.0844965,-1.6637368,-1.2934844,4
-458.36243,74.12059,-24.624683,13.788034,-3.5428007,-24.952627,-11.225377,-17.423988,-11.335382,0.81685984,-10.670224,-1.5199871,-2.7982707,4
-453.24298,32.845978,-16.502134,10.362329,1.2175214,-12.9861765,-8.470222,-13.940904,-5.247929,-3.4970295,-6.566819,1.3700382,-0.41147518,4
-487.57205,54.307415,-13.037913,11.7526045,2.9710326,-9.730712,-12.619685,-16.715565,-6.9002924,-1.6370555,-6.990981,3.1994853,-2.3745646,4
-779.35846,66.64495,12.795381,27.402079,14.489395,7.8042507,-8.9658785,-3.7704735,2.7317958,1.4359335,0.4111923,4.4319406,-2.2898974,6
-804.69476,50.68967,10.397206,18.85696,9.97299,2.9581387,-10.498106,-1.710322,-0.21065071,-0.1552009,-0.17524338,1.5270578,-2.4523911,6
-778.8258,49.45849,13.6486635,18.079187,10.842317,8.481957,-8.228918,-4.544719,0.524661,-1.1632569,-1.985047,2.966448,-4.827912,6
-797.84235,60.61847,22.494598,24.419153,14.16898,11.370793,-5.586797,-1.9528571,5.4194937,1.0596734,1.5730691,4.406444,-4.401735,6
-686.40845,75.46303,6.036281,27.831453,11.335009,-2.8796432,-12.456476,-8.50459,-5.957701,1.0077864,-10.431602,2.5995994,-1.8457588,6
